name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Peru,4290.6988,4459.327508,4665.421352,4492.72075,4416.557855,4484.420875,4436.360774,4657.08912,4886.699616,5266.370561,5746.468914,6480.211379,7048.17467,7474.732167,7395.5362,8277.006154,8923.976678
Philippines,3872.36579,4163.941799,3885.765079,3564.275822,3418.585709,3339.955714,3175.685466,3103.080891,3064.37418,3049.774672,2983.757726,3057.507409,3174.0492,3252.044866,3267.252908,3450.764624,3521.054715
Poland,9378.94339,9839.095957,10484.1972,11075.69784,11585.08205,11967.18919,12276.47405,12662.46862,12554.98761,13208.33609,13440.33784,14153.1148,15542.51143,16165.95011,16932.69143,17908.09497,18430.42906
Portugal,15379.30109,15870.78884,16997.88725,18097.77687,19264.23057,19823.82244,20146.63658,20287.11386,20070.15966,20296.1111,20871.04655,21572.04786,22546.06791,22554.02571,22480.86383,23033.93263,22289.89966
Qatar,21882.85074,22450.93217,27431.94012,25145.79576,30329.17938,44402.25968,46751.11988,47192.66721,68588.71103,78596.03581,90724.26517,106398.2939,107772.8431,116423.5308,91577.32637,106475.7017,124720.444
Romania,6051.23907,6121.434345,6072.109092,6205.409234,6485.435696,6633.147343,7237.950196,7578.866977,7880.671437,7350.503409,8834.754732,10081.92243,11538.113,13129.36484,13018.75807,13227.18131,13574.30984
Russia,10785.735,8235.102846,7902.938015,7483.620184,7962.481853,9256.304398,8927.818471,9150.929667,9866.102104,11026.36531,12320.48164,14253.90589,16402.42269,18530.07339,16166.12138,17249.13031,18678.27307
Rwanda,661.4838515,736.4996981,793.7983212,775.9732473,727.7474445,676.9685529,692.1031554,756.9146621,756.0390391,816.9046758,878.1577492,963.4102448,1004.685761,1036.478412,1086.156295,1134.873005,1201.49765
Sao Tome and Principe,1069.754479,1099.837038,1082.183134,1150.507169,1116.17907,1166.775896,1247.405314,1251.809444,1313.480063,1357.900156,1367.72596,1522.573607,1535.969463,1649.879143,1704.810707,1744.227097,1851.732273
Saudi Arabia,11624.87268,12321.38273,12646.18808,11430.20052,12756.12731,14519.21577,13455.09767,13918.52247,15091.36971,16728.50937,19810.56771,20958.97463,21534.2112,24647.4337,18060.15158,20745.08037,25556.48143
Senegal,1634.272946,1686.252702,1619.305481,1604.37773,1604.977267,1542.700108,1526.390656,1440.423242,1457.977058,1433.831687,1448.49095,1430.77761,1466.574168,1417.521311,1475.650385,1468.908425,1411.715771
Serbia,3400.791677,6116.344099,6724.785104,6883.807321,6178.002109,6473.166948,6711.779878,6962.897262,7017.903586,7376.888226,7683.556149,8312.684028,8932.786645,9810.860135,9506.652212,9427.370009,9574.916608
Sierra Leone,1597.085506,1338.509782,1127.507726,942.7612587,657.405964,717.2364904,777.2728764,842.217165,811.9802067,774.6059854,730.8489045,743.121992,756.6921749,777.8247666,801.1933183,843.1218576,867.033046
Singapore,24964.55593,26250.4886,28894.695,27658.60538,29049.99502,34043.11277,32838.87322,34460.21832,35234.09298,41650.32614,45749.81294,48591.66293,51874.50558,48779.4055,45344.80273,50668.77061,51643.66521
Slovak Republic,12152.06565,12366.90803,12576.8278,12624.03357,12275.71435,12799.79178,13392.81524,14035.40756,14369.13486,14903.28485,15647.20047,17080.4481,19360.81125,20867.45601,20249.77208,21022.84503,21466.9502
Slovenia,17610.55482,18315.43096,18713.82119,18968.76497,19607.0704,20054.59817,20541.62753,21308.13052,21356.22684,22615.97218,23006.88035,24019.4426,25574.22124,26505.92885,24937.6344,24940.50209,24364.59642
Somalia,,,,,,,,,,,,,,,,,
South Africa,5525.374133,5640.581603,5678.585584,5666.598708,5709.806265,5913.545919,6040.861677,6227.717381,6336.699426,6620.428933,6920.679526,7308.372934,7703.155786,7829.69485,7685.88652,8062.12675,8457.447083
Spain,18531.83133,19111.44586,20429.18394,22033.33003,23111.65217,24135.06429,24894.74179,25741.48865,25597.81148,26387.69125,26954.90236,28875.31267,30744.3126,30825.94077,29612.17963,29172.89691,28740.77371
Sri Lanka,3308.198442,3543.669771,3416.489009,3475.115327,3260.677891,3177.732742,3085.29087,3151.76121,3303.354356,3294.359067,3324.0006,3500.883446,3678.191576,3774.79483,4102.354914,4381.824367,4701.076531
Sudan,1090.766206,1093.377638,1110.675677,1125.100808,1282.912093,1399.416847,1393.909401,1413.581883,1528.694037,1641.05372,1825.64344,2103.952244,2101.304483,2020.216272,2169.035112,2316.594793,2373.993832
Suriname,4139.666348,5024.99932,5315.115324,5557.081334,4115.550852,4865.559086,4931.584828,5039.340907,5535.03759,5645.624001,5663.955024,5793.477103,5778.129911,6100.174408,6028.451427,6581.492111,6699.645607
Swaziland,5746.20022,6144.6046,5637.380127,5220.44969,4819.68188,4518.79688,4357.040049,4242.49479,1489.401576,1441.062544,3772.984642,3824.535709,3502.292203,3951.582907,4043.232628,3958.428581,4239.248455
Sweden,25110.17503,25483.80871,26667.50135,28188.33555,30149.65597,31800.43843,31454.38653,31542.86812,31563.9167,32445.91063,31230.76065,32877.29711,35199.86467,35234.20862,32953.96239,35121.12464,36100.79134
Switzerland,32156.8517,32461.86329,34260.98141,35639.08866,35939.06321,36982.27747,36827.3937,36815.72387,35736.41843,36479.66624,36814.87169,39117.04058,42441.5157,44326.09534,42495.68655,44402.84184,44823.64423
Syria,858.9439961,842.834746,932.5409291,1043.012564,1078.830127,1270.556875,1394.609807,1659.617356,1945.873578,2578.962446,3767.992824,3565.857135,3678.802669,3854.734948,3818.378507,4050.334098,3919.015548
Taiwan,19864.51267,20998.91084,22269.09413,23190.17963,23898.4411,24882.1955,23941.62367,24921.80312,25344.30167,26211.67202,26788.07431,27396.5505,28196.60812,26571.07205,26545.41733,28432.36208,28413.56365
Tajikistan,1813.318256,1356.523229,1659.581221,1481.713851,1326.223478,1355.748753,1460.129444,1601.540165,1778.873511,1939.720934,1966.314384,2076.136869,2169.157625,2205.234819,2307.871921,2541.182941,2436.886489
Tanzania,641.4510295,660.1030449,687.7267929,717.8423572,733.2852986,749.6157793,779.6011643,831.249762,864.1485841,890.9120015,948.0821091,975.8812413,998.4046713,1071.617752,1112.853057,1199.375914,1269.390331
Thailand,7015.764749,7670.965506,7070.835922,6233.309482,6156.02523,6184.225943,6135.046008,6462.23357,6826.842152,7166.509692,7345.480031,7655.373562,8031.392934,7999.695414,7982.310878,8628.044162,8491.035235
Togo,857.1521334,894.4893083,951.5268747,827.1845622,860.6982859,814.5416775,800.323276,831.0660814,806.3975064,801.8732963,788.1158214,861.5886303,905.5451329,812.6515711,870.2335324,895.1758923,946.6884582
Trinidad and Tobago,8637.381517,8445.330627,8479.89555,8239.356085,9305.934402,10877.75883,10050.46357,10237.95053,12216.3773,14135.34918,14390.65611,17067.63325,19023.80541,21181.58956,18299.76383,18561.77149,20196.31492
Tunisia,6513.328004,7435.200866,6979.426547,6674.731633,6566.129877,6306.010289,6226.274401,5951.40938,5942.130761,5959.971592,5874.388195,6155.702838,6409.141785,6641.578564,6689.385699,6829.508229,6632.037896
Turkey,9198.702179,10082.068,10359.50845,10071.65239,9512.221702,10262.33995,9801.277681,9649.90653,9172.960523,10289.40413,10974.84365,11957.76779,12687.41869,13263.89189,12758.11347,13841.72774,14437.29064
Turkmenistan,4931.820524,5053.7801,4768.506928,5217.94974,5632.324609,7062.731219,6481.030707,6628.452097,6683.557248,6966.057855,8494.770101,9421.992172,9792.410489,9461.588665,10152.88303,11452.6227,12530.98174
Uganda,793.8723683,778.5680357,795.877789,842.2419142,851.4813735,851.3360506,884.4730185,908.0080271,916.6282806,940.5169904,994.8436078,1023.037201,1054.460624,1077.586142,1162.842894,1174.748192,1187.032358
Ukraine,4693.437545,4290.030909,3965.787857,3820.484681,3795.379871,3876.675123,4094.698836,4325.967296,4760.529911,5500.277629,5975.175921,6594.876025,7503.11478,8083.172483,6930.513632,7379.165002,8175.737102
United Arab Emirates,,,,,,,,,,,,,,,,,
United Kingdom,22722.59735,23838.3505,26000.17497,27366.53097,28709.38612,30119.65555,31038.49808,31337.14668,31504.88336,32599.64872,32509.39322,33320.0157,33841.27787,32837.61111,31135.96789,32410.89145,32259.81457
United States,34210.83598,35225.00487,36567.04763,37978.49987,39381.83967,40488.71293,40522.06831,40822.72297,41404.45921,42449.43399,43212.3112,43953.58034,44372.27235,43236.92078,41728.29632,42287.27705,42646.20724
Uruguay,10332.63033,10913.51107,10860.65731,10947.58207,10230.63586,9590.9965,9042.80879,8186.233246,8081.491641,8348.376281,8638.86071,8944.091255,9575.276693,10338.69422,10674.46233,11903.03954,12625.06142
USSR,,,,,,,,,,,,,,,,,
Uzbekistan,3165.18001,3136.343984,3207.157925,3266.358253,3430.494718,3357.494906,3446.826544,3541.851294,3743.652973,3883.395231,4136.759182,4521.703827,4659.746998,5051.30772,5337.282098,5761.500776,6208.946608
Venezuela,6621.912984,6661.815014,6285.429527,5593.935435,5466.204697,6170.318115,6051.926113,5712.495276,5474.931938,6957.886851,8544.561654,9471.120685,10134.5637,10904.9889,8805.340018,9887.289989,10342.56641
West Bank and Gaza,,,,,,,,,,,,,,,,,
Vietnam,1527.904893,1619.516541,1679.968397,1710.130642,1734.890988,1764.326297,1821.16915,1886.614428,1948.396625,2095.646269,2284.003094,2453.834544,2623.114302,2815.984841,2965.803609,3214.006805,3447.76572
Yemen Arab Republic (Former),,,,,,,,,,,,,,,,,
Yemen Democratic (Former),,,,,,,,,,,,,,,,,
Yemen. Rep.,593.2656841,690.1375819,749.3000051,813.7047981,878.6326864,947.2671447,1055.256102,1181.615786,1379.281769,1745.181016,2541.01406,2568.761408,2485.301124,2488.667097,2297.976163,2502.451186,2048.474819
Yugoslavia,,,,,,,,,,,,,,,,,
Zambia,946.7294332,901.7096251,974.8811707,903.0322828,839.3644691,946.4342247,1107.276598,1106.164983,1089.294121,1081.238165,1105.458937,1253.315346,1684.524187,1677.352934,1714.888728,2058.221917,2051.713107
Zimbabwe,3917.472615,4400.547257,4437.302665,4514.077455,4661.824665,4415.448009,4552.598011,4010.146571,3703.635608,3636.470541,3257.10055,3151.249912,3658.77619,2874.332836,3951.812612,4077.424325,4347.786501
